id_venda,id_pedido,id_cliente,id_produto,id_loja,data_venda,quantidade,preco_unitario,valor_desconto,forma_pagamento
12717,5034,1047,170,14,2025-09-16,1,1252.04,187.81,Pix
12718,5034,1578,203,2,2025-08-06,5,942.84,0.0,Cartão de Débito
12719,5035,1344,76,12,2025-08-30,3,990.52,445.73,Boleto
12720,5036,1163,193,11,2025-11-22,4,233.82,0.0,Pix
12721,5036,1552,147,3,2025-03-04,3,306.4,0.0,Pix
12722,5037,17,229,3,2025-03-23,2,978.49,0.0,Cartão de Débito
12723,5037,617,108,5,2024-10-04,2,1051.92,0.0,Boleto
12724,5038,444,13,5,2025-09-01,1,552.07,0.0,Boleto
12725,5039,1971,202,12,2026-01-27,2,1143.34,0.0,Pix
12726,5039,992,257,3,2025-02-07,1,642.61,32.13,Boleto
12727,5039,918,125,3,2025-12-25,2,1263.32,0.0,Cartão de Crédito
12728,5040,1953,273,14,2025-05-06,3,1459.18,0.0,Cartão de Débito
12729,5040,1676,197,3,2026-03-22,2,1269.04,380.71,Boleto
12730,5040,1634,189,9,2025-07-14,5,657.68,328.84,Boleto
12731,5041,747,255,6,2025-10-04,3,155.41,46.62,Cartão de Débito
12732,5041,1977,223,4,2024-12-20,5,771.16,0.0,Cartão de Crédito
12733,5042,865,260,3,2024-10-27,4,46.48,0.0,Pix
12734,5043,1567,57,2,2025-04-09,4,509.97,203.99,Pix
12735,5043,589,136,10,2026-07-24,3,361.57,54.24,Boleto
12736,5043,1977,205,6,2026-07-14,4,407.23,244.34,Cartão de Débito
12737,5044,1012,6,7,2024-10-01,2,1544.84,463.45,Pix
12738,5044,1496,144,1,2025-05-04,3,1070.89,0.0,Cartão de Débito
12739,5044,600,58,12,2025-04-22,2,1042.89,104.29,Boleto
12740,5044,1280,247,5,2025-07-16,5,1244.11,933.08,Cartão de Crédito
12741,5045,1385,153,5,2025-07-28,2,1145.38,114.54,Boleto
12742,5045,966,115,15,2025-09-14,4,46.82,0.0,Boleto
12743,5045,677,140,9,2024-11-26,5,345.09,0.0,Cartão de Débito
12744,5046,1365,139,1,2025-08-18,5,675.35,0.0,Pix
12745,5046,675,73,2,2026-05-06,2,144.39,43.32,Boleto
12746,5046,1055,288,2,2025-09-23,5,920.39,230.1,Cartão de Crédito
12747,5047,1070,162,10,2026-08-17,3,1162.95,0.0,Cartão de Crédito
12748,5047,904,159,7,2026-02-21,5,784.59,0.0,Cartão de Crédito
12749,5047,1547,191,1,2026-03-24,4,119.85,0.0,Cartão de Crédito
12750,5047,1920,155,13,2025-11-13,5,950.32,712.74,Cartão de Crédito
12751,5048,296,80,3,2026-02-11,4,934.43,186.89,Boleto
12752,5049,551,122,15,2026-01-27,3,1350.74,0.0,Cartão de Débito
12753,5050,1033,235,13,2025-02-18,3,382.19,0.0,Cartão de Crédito
12754,5050,832,190,3,2025-07-23,3,838.74,0.0,Boleto
12755,5050,1232,120,6,2026-05-02,4,1701.13,0.0,Pix
12756,5051,830,140,1,2024-12-09,2,345.09,0.0,Boleto
12757,5052,759,213,10,2026-01-22,2,21.45,6.43,Cartão de Débito
12758,5052,800,94,11,2025-07-13,5,547.0,273.5,Boleto
12759,5053,36,235,11,2025-09-17,4,382.19,0.0,Boleto
12760,5053,966,241,6,2026-04-15,3,66.18,19.85,Pix
12761,5053,1092,84,9,2024-11-26,5,620.58,465.44,Cartão de Crédito
12762,5054,1724,21,5,2026-01-28,3,598.92,0.0,Cartão de Débito
12763,5054,1439,184,14,2024-11-25,2,983.36,196.67,Pix
12764,5054,1119,185,15,2025-09-12,5,661.28,0.0,Pix
12765,5055,1390,228,14,2025-01-21,4,415.71,166.28,Cartão de Crédito
12766,5056,290,129,13,2024-09-27,2,1110.45,111.05,Boleto
12767,5056,191,142,8,2025-01-04,2,763.58,229.07,Pix
12768,5056,316,258,12,2025-10-02,3,1073.68,322.1,Cartão de Débito
12769,5057,1110,128,6,2025-07-15,4,641.69,256.68,Cartão de Crédito
12770,5057,1934,227,12,2025-05-06,1,327.43,0.0,Boleto
12771,5057,1487,72,6,2025-08-01,2,35.69,0.0,Cartão de Crédito
12772,5058,1478,157,12,2026-01-27,1,489.12,0.0,Cartão de Crédito
12773,5058,1044,27,15,2024-10-06,4,847.72,0.0,Cartão de Crédito
12774,5058,211,79,15,2026-06-30,1,178.48,0.0,Cartão de Crédito
12775,5059,1931,46,15,2026-02-07,2,228.38,0.0,Cartão de Débito
12776,5059,805,23,1,2026-07-05,3,625.55,187.66,Pix
12777,5059,343,83,11,2026-06-01,3,936.39,0.0,Cartão de Crédito
12778,5060,666,54,6,2026-01-30,5,1039.3,519.65,Pix
12779,5061,1592,44,12,2026-02-13,4,716.81,0.0,Pix
12780,5061,1932,251,2,2025-09-23,1,1005.83,0.0,Pix
12781,5061,1189,192,8,2025-11-27,5,362.87,0.0,Cartão de Débito
12782,5061,924,3,2,2025-03-08,3,489.61,0.0,Pix
12783,5062,1371,60,5,2026-02-12,1,599.31,0.0,Boleto
12784,5063,1528,176,12,2024-09-11,3,1506.07,0.0,Pix
12785,5063,1044,187,11,2026-03-24,1,209.13,31.37,Pix
12786,5064,1156,162,5,2025-06-20,4,1162.95,232.59,Cartão de Débito
12787,5064,318,259,7,2026-05-31,5,432.21,108.05,Cartão de Crédito
12788,5064,1498,43,2,2026-08-11,4,343.26,205.96,Cartão de Débito
12789,5065,1286,200,4,2026-07-21,4,430.5,86.1,Pix
12790,5065,1448,223,12,2026-07-17,4,771.16,0.0,Cartão de Crédito
12791,5065,1977,263,8,2026-05-06,5,900.89,0.0,Cartão de Débito
12792,5066,1065,279,11,2025-09-17,2,1181.4,0.0,Boleto
12793,5066,882,260,15,2025-10-11,3,46.48,0.0,Pix
12794,5066,1605,219,6,2025-11-27,2,1023.98,0.0,Boleto
12795,5066,614,262,1,2025-02-27,3,773.54,0.0,Boleto
12796,5067,1583,58,4,2025-03-23,4,1042.89,417.16,Cartão de Crédito
12797,5067,1471,136,13,2026-07-20,2,361.57,0.0,Boleto
12798,5067,1638,240,9,2025-05-04,2,803.74,241.12,Cartão de Crédito
12799,5068,681,81,5,2025-08-02,4,360.13,0.0,Boleto
12800,5068,1862,5,15,2025-07-02,2,30.9,3.09,Cartão de Crédito
12801,5069,1963,129,14,2024-09-09,2,1110.45,0.0,Boleto
12802,5069,61,271,12,2025-02-13,5,1096.28,822.21,Cartão de Débito
12803,5070,894,134,2,2026-07-27,2,920.63,92.06,Pix
12804,5071,1281,240,15,2025-07-14,4,803.74,0.0,Boleto
12805,5071,1958,68,3,2026-08-04,5,415.91,0.0,Boleto
12806,5071,1403,263,2,2026-08-17,1,900.89,0.0,Pix
12807,5071,1521,14,8,2025-02-22,1,1015.33,0.0,Cartão de Débito
12808,5072,1294,189,3,2025-07-29,5,657.68,164.42,Cartão de Crédito
12809,5072,1718,45,1,2026-03-21,4,187.71,37.54,Cartão de Crédito
12810,5072,656,86,10,2024-10-29,5,476.39,0.0,Pix
12811,5073,1642,126,12,2025-07-19,1,914.45,45.72,Cartão de Crédito
12812,5074,618,256,10,2024-11-26,1,626.14,0.0,Pix
12813,5074,565,29,1,2025-03-14,4,230.05,92.02,Cartão de Crédito
12814,5074,273,11,6,2026-07-20,4,575.52,115.1,Cartão de Crédito
12815,5074,1120,67,15,2026-04-25,1,1062.73,0.0,Boleto
12816,5075,1769,29,9,2024-09-04,4,230.05,138.03,Boleto
12817,5075,1699,101,10,2025-02-01,5,826.07,619.55,Cartão de Crédito
12818,5076,1758,192,2,2025-06-08,2,362.87,72.57,Cartão de Crédito
12819,5076,557,263,3,2025-12-25,4,900.89,0.0,Pix
12820,5077,1669,43,2,2025-11-19,4,343.26,0.0,Pix
12821,5077,744,222,10,2024-12-28,2,631.47,0.0,Cartão de Débito
12822,5078,155,185,12,2026-08-03,3,661.28,198.38,Cartão de Débito
12823,5078,702,282,15,2026-03-24,1,962.49,96.25,Boleto
12824,5078,254,253,12,2025-05-29,4,149.6,0.0,Cartão de Débito
12825,5079,545,192,1,2025-11-14,2,362.87,0.0,Pix
12826,5079,446,108,15,2026-04-13,4,1051.92,0.0,Cartão de Crédito
12827,5080,1378,189,3,2024-12-11,4,657.68,0.0,Cartão de Débito
12828,5080,1811,11,10,2026-01-07,2,575.52,57.55,Cartão de Crédito
12829,5080,1603,172,4,2025-07-26,3,855.07,0.0,Cartão de Crédito
12830,5081,1854,13,8,2025-12-21,2,552.07,55.21,Pix
12831,5081,1152,51,11,2026-02-11,4,926.05,555.63,Cartão de Débito
12832,5081,1950,79,3,2026-02-05,5,178.48,44.62,Cartão de Débito
12833,5081,419,175,2,2026-06-06,1,470.71,0.0,Pix
12834,5082,891,192,7,2025-04-27,3,362.87,108.86,Pix
12835,5082,1005,164,2,2025-09-23,2,734.92,146.98,Pix
12836,5083,12,111,3,2025-03-24,5,363.61,0.0,Cartão de Crédito
12837,5083,382,175,3,2025-08-25,3,470.71,141.21,Pix
12838,5084,1981,55,11,2026-08-28,3,85.17,25.55,Cartão de Crédito
12839,5084,1115,18,12,2024-12-07,3,743.22,334.45,Boleto
12840,5085,336,248,9,2025-01-09,5,1384.14,346.04,Cartão de Crédito
12841,5086,1422,286,9,2026-03-28,5,833.0,0.0,Cartão de Débito
12842,5087,100,265,1,2025-08-10,5,623.6,311.8,Cartão de Crédito
12843,5088,206,271,2,2026-05-22,5,1096.28,822.21,Pix
12844,5088,45,66,10,2025-10-16,1,1724.65,0.0,Cartão de Débito
12845,5089,1154,98,7,2025-06-12,2,802.71,80.27,Cartão de Crédito
12846,5090,271,206,13,2025-12-08,5,637.29,0.0,Cartão de Crédito
12847,5090,588,241,14,2026-08-15,5,66.18,0.0,Boleto
12848,5091,1186,194,2,2026-06-19,5,511.69,0.0,Cartão de Crédito
12849,5091,1563,81,4,2026-04-17,2,360.13,0.0,Cartão de Débito
12850,5091,550,298,14,2025-06-07,5,1482.06,0.0,Cartão de Débito
12851,5091,1826,2,2,2026-04-14,1,1151.06,57.55,Boleto
12852,5092,1471,111,11,2026-08-12,3,363.61,109.08,Pix
12853,5092,1944,31,11,2025-04-06,2,443.58,44.36,Cartão de Crédito
12854,5093,1753,296,1,2026-02-27,5,543.04,135.76,Boleto
12855,5093,1892,166,15,2025-07-04,1,52.91,0.0,Boleto
12856,5093,1841,113,2,2024-12-18,1,1301.98,0.0,Cartão de Débito
12857,5094,1405,15,2,2025-01-21,3,118.57,0.0,Cartão de Crédito
12858,5094,405,243,6,2025-07-29,3,893.62,0.0,Boleto
12859,5094,1371,86,4,2025-09-17,2,476.39,47.64,Cartão de Débito
12860,5094,1244,179,2,2025-06-01,3,1223.06,366.92,Pix
12861,5095,1163,197,2,2025-07-12,3,1269.04,0.0,Boleto
12862,5095,235,265,9,2025-10-16,3,623.6,187.08,Boleto
12863,5096,1501,166,8,2025-05-21,5,52.91,0.0,Pix
12864,5096,32,283,2,2026-06-29,5,1850.66,0.0,Cartão de Débito
12865,5096,292,61,5,2026-05-17,2,1202.47,120.25,Pix
12866,5096,136,194,14,2024-11-23,2,511.69,102.34,Boleto
12867,5097,1162,230,14,2026-03-01,1,1147.21,57.36,Pix
12868,5098,173,75,5,2024-12-26,1,432.8,21.64,Cartão de Débito
12869,5098,187,238,6,2024-10-06,3,275.16,0.0,Cartão de Débito
12870,5099,1727,170,2,2024-10-10,3,1252.04,187.81,Boleto
12871,5100,802,12,8,2026-09-01,2,1469.35,146.94,Cartão de Crédito
12872,5100,17,262,5,2025-06-11,2,773.54,0.0,Pix
12873,5101,85,66,10,2024-09-29,3,1724.65,0.0,Boleto
12874,5101,1642,137,15,2026-02-05,1,738.12,0.0,Boleto
12875,5102,971,240,7,2025-10-24,5,803.74,602.8,Boleto
12876,5102,1458,72,4,2025-04-25,4,35.69,0.0,Cartão de Crédito
12877,5103,175,81,15,2025-03-07,3,360.13,54.02,Pix
12878,5103,637,239,1,2026-08-08,3,289.22,0.0,Boleto
12879,5104,1529,52,10,2025-01-12,4,625.97,375.58,Cartão de Débito
12880,5104,829,240,2,2024-11-12,2,803.74,160.75,Cartão de Débito
12881,5104,179,113,8,2025-11-04,3,1301.98,390.59,Boleto
12882,5105,1463,130,14,2026-06-05,5,891.63,222.91,Pix
12883,5105,1754,29,6,2026-04-26,4,230.05,138.03,Pix
12884,5105,39,31,5,2025-12-30,4,443.58,0.0,Cartão de Débito
12885,5105,1809,141,15,2025-03-28,5,997.12,747.84,Cartão de Débito
12886,5106,997,163,7,2025-03-19,2,933.12,0.0,Pix
12887,5107,1470,250,7,2024-12-19,3,565.12,169.54,Cartão de Débito
12888,5108,1508,116,9,2025-01-05,1,1124.6,0.0,Pix
12889,5108,1741,236,7,2026-04-03,2,516.32,0.0,Cartão de Débito
12890,5108,650,115,14,2026-01-25,3,46.82,21.07,Pix
12891,5109,1734,246,2,2026-08-17,5,91.63,0.0,Cartão de Débito
12892,5110,48,237,14,2025-09-23,3,1446.54,650.94,Cartão de Crédito
12893,5110,753,170,5,2026-08-09,4,1252.04,751.22,Cartão de Crédito
12894,5110,246,192,11,2025-11-16,4,362.87,145.15,Boleto
12895,5111,282,287,12,2025-06-11,2,1787.22,0.0,Pix
12896,5111,1030,31,7,2026-02-24,5,443.58,110.9,Pix
12897,5112,1488,128,3,2025-06-13,3,641.69,0.0,Pix
12898,5112,1456,62,9,2025-02-09,2,368.7,110.61,Cartão de Débito
12899,5113,672,300,10,2025-02-18,4,1287.68,0.0,Cartão de Débito
12900,5113,498,27,14,2026-08-29,5,847.72,423.86,Boleto
12901,5113,1270,254,9,2025-09-20,3,426.42,127.93,Pix
12902,5113,1509,155,9,2025-02-05,3,950.32,0.0,Cartão de Crédito
12903,5114,749,132,2,2025-06-19,1,178.37,17.84,Cartão de Débito
12904,5115,711,12,13,2024-11-18,1,1469.35,73.47,Boleto
12905,5115,1749,258,12,2026-04-05,5,1073.68,0.0,Boleto
12906,5115,1904,28,14,2026-08-04,3,608.11,0.0,Cartão de Débito
12907,5115,29,65,8,2026-07-21,2,412.58,41.26,Cartão de Débito
12908,5116,1935,222,12,2025-06-20,2,631.47,63.15,Cartão de Crédito
12909,5116,1168,196,7,2025-08-02,5,880.49,660.37,Boleto
12910,5117,1774,187,8,2025-08-05,2,209.13,0.0,Pix
12911,5117,781,148,12,2025-08-08,5,276.53,138.26,Cartão de Débito
12912,5117,440,167,10,2025-06-18,3,304.68,45.7,Cartão de Débito
12913,5117,1895,112,1,2025-11-28,1,274.15,41.12,Cartão de Crédito
12914,5118,1473,204,14,2024-11-02,4,1201.99,240.4,Boleto
12915,5118,1505,84,2,2025-10-28,2,620.58,186.17,Pix
12916,5118,1803,154,15,2025-03-22,4,598.7,0.0,Cartão de Crédito
12917,5119,1454,83,1,2025-06-04,1,936.39,46.82,Cartão de Crédito
12918,5119,816,41,7,2024-09-17,4,685.34,411.2,Pix
12919,5119,219,163,12,2026-05-19,3,933.12,279.94,Cartão de Crédito
12920,5120,1800,45,10,2024-10-02,1,187.71,0.0,Cartão de Crédito
12921,5120,822,161,8,2024-12-17,3,806.23,241.87,Pix
12922,5121,1847,119,8,2026-04-25,5,789.62,592.21,Cartão de Crédito
12923,5121,655,150,7,2025-03-21,5,868.55,434.28,Pix
12924,5122,831,244,2,2025-04-10,4,486.99,0.0,Pix
12925,5122,1495,77,8,2026-06-23,5,821.53,410.76,Boleto
12926,5123,1671,163,8,2026-03-14,4,933.12,186.62,Boleto
12927,5123,897,93,15,2025-05-16,4,529.9,0.0,Cartão de Débito
12928,5124,268,173,2,2025-07-11,2,860.35,0.0,Cartão de Débito
12929,5124,1077,47,5,2025-11-02,5,94.57,0.0,Boleto
12930,5124,447,292,15,2025-09-25,5,988.46,0.0,Boleto
12931,5124,1672,300,10,2025-07-20,3,1287.68,579.46,Cartão de Crédito
12932,5125,1995,109,11,2026-06-23,4,895.92,0.0,Boleto
12933,5125,1240,289,11,2025-06-12,5,1282.77,0.0,Boleto
12934,5125,231,62,15,2025-05-22,1,368.7,55.3,Cartão de Crédito
12935,5126,1895,4,8,2026-03-04,5,1890.41,945.21,Pix
12936,5127,1609,293,5,2026-05-28,1,404.94,0.0,Cartão de Débito
12937,5127,1213,50,3,2025-03-19,2,571.87,57.19,Cartão de Débito
12938,5127,1571,196,11,2025-09-20,4,880.49,352.2,Cartão de Crédito
12939,5127,391,272,10,2024-09-07,2,58.35,5.84,Boleto
12940,5128,675,114,14,2026-06-05,1,495.2,0.0,Boleto
12941,5128,196,254,5,2025-08-28,1,426.42,21.32,Cartão de Débito
12942,5128,118,215,3,2024-11-03,4,1191.51,0.0,Cartão de Débito
12943,5128,851,249,13,2024-12-09,3,314.36,141.46,Cartão de Crédito
12944,5129,737,123,1,2026-02-20,1,734.06,73.41,Boleto
12945,5129,1743,244,6,2025-01-24,5,486.99,243.5,Boleto
12946,5129,1802,198,9,2025-03-11,4,426.56,0.0,Pix
12947,5129,1137,153,13,2025-02-02,1,1145.38,114.54,Cartão de Débito
12948,5130,637,227,8,2025-09-25,3,327.43,0.0,Cartão de Crédito
12949,5130,523,273,5,2024-10-07,5,1459.18,364.8,Cartão de Crédito
12950,5131,1949,12,1,2025-03-17,4,1469.35,881.61,Pix
12951,5131,1018,246,10,2026-03-02,3,91.63,41.23,Boleto
12952,5131,734,98,1,2024-09-13,2,802.71,240.81,Cartão de Crédito
12953,5131,1373,20,4,2025-06-03,5,253.65,190.24,Cartão de Débito
12954,5132,572,220,13,2025-08-14,1,71.48,3.57,Boleto
12955,5132,435,135,14,2025-04-07,2,338.84,0.0,Cartão de Débito
12956,5132,513,5,4,2026-05-02,4,30.9,18.54,Boleto
12957,5133,1187,69,12,2025-11-14,5,606.93,455.2,Pix
12958,5133,1176,81,12,2025-01-13,1,360.13,0.0,Boleto
12959,5133,1283,294,1,2025-12-09,4,860.4,0.0,Boleto
12960,5133,231,138,9,2026-09-01,5,1523.37,1142.53,Pix
12961,5134,1657,137,1,2026-06-10,5,738.12,553.59,Boleto
12962,5134,991,44,3,2025-07-14,2,716.81,0.0,Boleto
12963,5134,1555,218,4,2024-10-07,2,544.69,0.0,Boleto
12964,5134,1704,174,1,2025-06-22,5,980.07,735.05,Boleto
12965,5135,506,22,11,2025-07-03,5,1112.82,556.41,Cartão de Débito
12966,5135,1010,211,14,2025-07-03,4,1406.91,844.15,Cartão de Crédito
12967,5136,1170,159,7,2026-04-19,4,784.59,0.0,Cartão de Crédito
12968,5136,739,116,8,2026-05-06,1,1124.6,56.23,Cartão de Crédito
12969,5136,1528,242,9,2024-09-22,1,1086.89,0.0,Cartão de Crédito
12970,5137,327,261,8,2025-07-27,4,890.4,356.16,Pix
12971,5137,1156,137,6,2025-11-03,3,738.12,0.0,Pix
12972,5138,256,38,14,2025-12-23,4,859.49,0.0,Cartão de Crédito
12973,5138,159,284,15,2025-01-27,5,233.7,0.0,Pix
12974,5138,769,62,12,2025-04-28,4,368.7,0.0,Cartão de Crédito
12975,5139,94,65,13,2024-09-24,5,412.58,0.0,Cartão de Crédito
12976,5139,1069,172,11,2024-09-07,5,855.07,0.0,Cartão de Débito
12977,5140,521,182,7,2025-03-30,1,1463.1,0.0,Cartão de Débito
12978,5140,413,15,7,2025-12-06,3,118.57,17.79,Boleto
12979,5140,376,58,7,2025-03-01,3,1042.89,0.0,Boleto
12980,5141,1044,90,14,2025-06-08,1,800.14,80.01,Boleto
12981,5141,115,201,3,2026-03-27,1,232.65,34.9,Pix
12982,5141,1565,112,5,2026-03-09,5,274.15,137.08,Pix
12983,5141,151,244,9,2024-12-18,4,486.99,0.0,Pix
12984,5142,987,285,6,2026-08-23,3,1490.5,0.0,Pix
12985,5143,530,246,9,2024-09-21,2,91.63,27.49,Cartão de Débito
12986,5144,1864,281,2,2025-06-17,2,254.51,0.0,Pix
12987,5145,1139,170,11,2026-04-26,1,1252.04,62.6,Pix
12988,5145,1321,92,12,2026-08-23,1,1028.57,0.0,Boleto
12989,5146,1812,215,4,2025-11-09,5,1191.51,893.63,Cartão de Crédito
12990,5146,1571,159,1,2026-01-15,4,784.59,313.84,Boleto
12991,5146,859,41,12,2025-01-04,1,685.34,0.0,Cartão de Débito
12992,5147,1575,161,2,2025-01-20,2,806.23,161.25,Cartão de Crédito
12993,5147,514,56,11,2025-10-10,2,1028.11,0.0,Cartão de Crédito
12994,5147,1279,231,1,2026-05-10,5,1217.99,609.0,Cartão de Débito
12995,5148,1184,238,9,2024-09-25,4,275.16,0.0,Pix
12996,5149,248,91,11,2025-01-29,2,429.06,85.81,Cartão de Crédito
12997,5149,402,71,5,2025-02-03,1,672.31,0.0,Boleto
12998,5150,257,235,15,2025-05-02,1,382.19,38.22,Pix
12999,5151,1229,230,2,2025-12-10,1,1147.21,57.36,Boleto
13000,5151,1217,22,8,2024-12-23,4,1112.82,0.0,Cartão de Débito
13001,5151,810,116,1,2025-04-13,2,1124.6,0.0,Cartão de Débito
13002,5152,930,149,1,2026-02-20,5,1286.45,964.84,Pix
13003,5153,971,272,11,2025-09-20,3,58.35,0.0,Cartão de Débito
13004,5153,243,239,12,2025-04-10,4,289.22,173.53,Boleto
13005,5153,1460,62,10,2024-12-14,2,368.7,110.61,Pix
13006,5153,1199,108,5,2025-04-23,2,1051.92,0.0,Cartão de Débito
13007,5154,1875,22,13,2024-10-03,1,1112.82,0.0,Cartão de Débito
13008,5155,829,59,4,2026-07-09,3,944.19,141.63,Cartão de Débito
13009,5155,1078,273,11,2026-02-14,3,1459.18,218.88,Cartão de Crédito
13010,5155,1747,33,15,2026-06-11,1,729.63,72.96,Cartão de Débito
13011,5155,381,106,10,2026-07-26,3,18.7,5.61,Cartão de Crédito
13012,5156,433,185,3,2026-01-20,1,661.28,0.0,Cartão de Débito
13013,5156,852,203,3,2025-09-05,2,942.84,0.0,Boleto
13014,5156,978,227,1,2025-03-30,2,327.43,0.0,Cartão de Crédito
13015,5157,1100,160,9,2026-06-30,2,306.74,92.02,Boleto
13016,5157,1958,173,11,2024-12-07,5,860.35,0.0,Cartão de Débito
13017,5157,1557,4,15,2025-10-05,3,1890.41,567.12,Cartão de Crédito
13018,5158,947,97,3,2026-01-22,2,1117.49,0.0,Cartão de Débito
13019,5159,112,76,15,2025-08-25,5,990.52,247.63,Boleto
13020,5159,301,184,15,2026-08-06,2,983.36,295.01,Pix
13021,5160,1884,278,1,2026-02-09,3,759.46,341.76,Pix
13022,5160,1193,168,12,2026-06-03,4,412.75,82.55,Boleto
13023,5160,1980,263,8,2026-05-13,5,900.89,0.0,Pix
13024,5161,863,53,7,2026-05-08,1,195.72,19.57,Boleto
13025,5161,1428,45,9,2026-03-16,4,187.71,0.0,Boleto
13026,5161,753,190,11,2026-04-04,1,838.74,83.87,Boleto
13027,5162,710,144,3,2025-06-13,3,1070.89,0.0,Pix
13028,5162,601,269,7,2024-12-24,3,83.99,0.0,Cartão de Crédito
13029,5163,711,41,10,2025-09-15,1,685.34,102.8,Cartão de Débito
13030,5164,1616,95,5,2025-05-13,2,31.03,9.31,Cartão de Crédito
13031,5164,848,126,12,2025-02-15,2,914.45,0.0,Pix
13032,5164,1235,261,12,2026-03-08,5,890.4,667.8,Pix
13033,5165,845,163,6,2025-08-26,1,933.12,93.31,Boleto
13034,5165,716,183,7,2025-04-22,4,987.91,0.0,Cartão de Débito
13035,5165,1180,63,12,2025-03-19,5,1424.18,356.05,Cartão de Débito
13036,5165,1346,134,11,2025-10-12,1,920.63,46.03,Boleto
13037,5166,544,3,10,2026-05-04,4,489.61,97.92,Cartão de Crédito
13038,5166,267,89,6,2025-03-16,1,523.93,0.0,Cartão de Débito
13039,5166,362,193,2,2024-10-04,2,233.82,23.38,Cartão de Débito
13040,5166,1153,290,2,2024-10-01,5,868.93,217.23,Pix
13041,5167,445,214,9,2026-01-01,4,835.96,0.0,Pix
13042,5167,1006,111,2,2026-05-14,2,363.61,36.36,Pix
13043,5167,146,13,11,2026-01-09,2,552.07,165.62,Boleto
13044,5167,885,46,10,2025-01-30,2,228.38,0.0,Cartão de Crédito
13045,5168,1602,279,7,2025-03-17,4,1181.4,708.84,Pix
13046,5169,330,193,1,2025-07-05,2,233.82,23.38,Cartão de Débito
13047,5169,1276,25,2,2024-12-16,1,20.29,0.0,Pix
13048,5169,583,154,5,2026-06-24,1,598.7,29.94,Cartão de Débito
13049,5169,525,210,9,2025-02-10,5,712.27,356.13,Pix
13050,5170,534,101,14,2026-06-08,1,826.07,41.3,Boleto
13051,5170,231,259,6,2025-05-30,4,432.21,259.33,Pix
13052,5171,766,107,5,2025-12-22,1,454.23,0.0,Cartão de Crédito
13053,5172,503,44,9,2026-01-17,4,716.81,0.0,Pix
13054,5172,1000,203,2,2025-06-21,4,942.84,377.14,Pix
13055,5172,1085,146,6,2026-05-22,3,336.35,100.91,Cartão de Débito
13056,5172,752,151,4,2025-09-01,4,275.84,0.0,Cartão de Débito
13057,5173,1740,189,6,2024-09-08,3,657.68,98.65,Pix
13058,5173,1508,98,3,2026-04-20,2,802.71,160.54,Boleto
13059,5173,1776,56,4,2025-01-06,4,1028.11,411.24,Cartão de Crédito
13060,5174,374,278,10,2026-06-12,2,759.46,0.0,Pix
13061,5174,524,269,14,2025-05-05,3,83.99,0.0,Cartão de Crédito
13062,5174,1024,99,12,2024-10-10,3,910.1,273.03,Cartão de Crédito
13063,5174,179,201,6,2025-09-02,4,232.65,0.0,Pix
13064,5175,1778,282,8,2024-12-27,4,962.49,0.0,Cartão de Crédito
13065,5175,139,8,4,2026-02-04,5,903.56,225.89,Pix
13066,5175,1705,300,2,2024-12-24,1,1287.68,0.0,Pix
13067,5176,1326,279,9,2025-09-14,3,1181.4,0.0,Pix
13068,5176,1234,252,10,2025-09-13,2,608.5,0.0,Cartão de Débito
13069,5176,2000,182,9,2026-04-23,5,1463.1,731.55,Pix
13070,5176,1627,30,3,2026-02-21,5,1262.29,0.0,Boleto
13071,5177,194,171,7,2026-06-06,1,609.89,0.0,Pix
13072,5177,426,23,6,2025-05-03,4,625.55,375.33,Boleto
13073,5177,1782,233,15,2025-01-16,3,1109.58,0.0,Pix
13074,5178,1201,104,15,2026-06-22,4,914.51,182.9,Boleto
13075,5178,298,268,11,2026-03-20,2,970.59,291.18,Boleto
13076,5178,1760,47,3,2025-06-09,1,94.57,14.19,Cartão de Crédito
13077,5179,710,48,7,2026-06-06,1,793.75,0.0,Pix
13078,5179,1517,114,1,2026-02-20,5,495.2,0.0,Cartão de Débito
13079,5179,570,179,5,2026-06-24,4,1223.06,244.61,Pix
13080,5179,386,89,1,2025-03-22,2,523.93,104.79,Cartão de Débito
13081,5180,1239,84,4,2026-03-19,2,620.58,0.0,Cartão de Crédito
13082,5180,1109,21,1,2026-03-31,3,598.92,179.68,Cartão de Débito
13083,5180,835,290,4,2024-10-10,3,868.93,0.0,Cartão de Débito
13084,5181,1562,40,12,2025-11-17,2,380.71,38.07,Cartão de Crédito
13085,5181,333,191,3,2026-04-01,5,119.85,0.0,Boleto
13086,5182,1663,126,7,2025-09-13,5,914.45,0.0,Cartão de Débito
13087,5182,161,49,8,2026-05-16,4,1030.1,412.04,Boleto
13088,5182,444,189,1,2025-05-09,3,657.68,0.0,Cartão de Crédito
13089,5182,467,189,1,2026-06-29,1,657.68,0.0,Cartão de Crédito
13090,5183,1203,21,12,2026-06-09,3,598.92,179.68,Cartão de Crédito
13091,5184,1550,130,13,2025-07-06,3,891.63,0.0,Pix
13092,5185,1509,295,7,2025-08-14,3,965.32,0.0,Cartão de Crédito
13093,5185,772,99,4,2025-10-01,3,910.1,0.0,Cartão de Crédito
13094,5185,689,226,7,2025-12-18,2,1851.85,370.37,Boleto
13095,5186,1601,62,3,2024-12-07,5,368.7,0.0,Boleto
13096,5186,148,296,3,2024-10-16,1,543.04,0.0,Cartão de Débito
